id,name_en,name_jp,id_band,class_job,req_level,compat_key,caster_state_req,dmg_attr,dmg_attr_label,dmg_attr_weight,dmg_elem,dmg_elem_label,dmg_elem_weight,dmg_class,magnitude,hp_cost,mp_cost,tp_cost,cast_time,recast_time,action_gauge,range,best_range,min_range,effect_range,recast_sep_hands,target_state_gate,p1_base,p1_grow,p2_base,p2_grow,p3_base,p3_grow,p4_base,p4_grow,effect_block_raw
27521,Scouring Strike,スカルストライク,27xxx,7,12,112,2,4,Projectile,1,-1,None,0,physical,0,0,0,500,0,40,7,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27522,Scouring Strike II,スカルストライクII,27xxx,7,99,112,2,4,Projectile,1,-1,None,0,physical,0,0,0,500,0,40,7,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27524,Arrow Helix,アローヘリックス,27xxx,7,16,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,15,-1,3,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27525,Arrow Helix II,アローヘリックスII,27xxx,7,99,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,15,-1,3,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27527,Quick Nock,クイックノック,27xxx,7,20,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,2000,0,60,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27528,Quick Nock II,クイックノックII,27xxx,7,99,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,2000,0,60,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27530,Shrieker,シュリーカー,27xxx,7,24,112,2,4,Projectile,1,-1,None,0,physical,0,0,0,500,0,40,7,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27532,Barrage,乱れ撃ち,27xxx,7,34,112,2,-1,None,0,-1,None,0,none,0,0,0,1500,0,30,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27534,Foeseeker,フォウシーカー,27xxx,7,38,112,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27536,Bloodletter,ブラッドレッター,27xxx,7,48,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27537,Bloodletter II,ブラッドレッターII,27xxx,7,99,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27539,.Mindscatter,.マインドカッター,27xxx,7,99,112,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27541,.Smite,.スマイト,27xxx,7,99,112,2,4,Projectile,1,-1,None,0,physical,0,0,0,500,0,60,15,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27543,.Swarmsting,.諸矢,27xxx,7,99,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,2000,0,30,3.5,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1.5;120=60
27577,Multishot,複射準備,27xxx,7,20,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,15,4.5,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
27578,Close Shot,クローズショット,27xxx,7,1,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,4.5,3.5,10,3,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
27579,Heavy Shot,ヘヴィショット,27xxx,7,40,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,30,4.5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
27582,Ferocity,フェロシティ,27xxx,8,4,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,0,0,-1,0,0,false,-1,,,,,22,7,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27583,Ferocity II,フェロシティII,27xxx,8,34,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,0,0,-1,0,0,false,-1,,,,,51,7,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27584,Ferocity III,フェロシティIII,27xxx,8,99,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,0,0,-1,0,0,false,-1,,,,,185,7,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27586,Speed Surge,竜槍,27xxx,8,10,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,30,3,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27587,Speed Surge II,竜槍II,27xxx,8,40,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,30,3,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27589,Invigorate,気合,27xxx,8,14,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,6,0,-1,0,0,false,-1,,,,,31,7,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27590,Invigorate II,気合II,27xxx,8,44,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,6,0,-1,0,0,false,-1,,,,,64,7,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27591,Invigorate III,気合III,27xxx,8,99,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,6,0,-1,0,0,false,-1,,,,,185,7,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27593,Comrade in Arms,鼓舞,27xxx,8,18,10,2,-1,None,0,-1,None,0,none,0,0,0,500,0,30,6,12,-1,0,0,true,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27594,Comrade in Arms II,鼓舞II,27xxx,8,48,10,2,-1,None,0,-1,None,0,none,0,0,0,500,0,30,6,12,-1,0,0,true,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27596,Life Surge,竜剣,27xxx,8,22,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,30,3,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27597,Life Surge II,竜剣II,27xxx,8,99,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,30,3,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27599,Keen Flurry,キーンフラーリ,27xxx,8,26,10,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,6,0,-1,0,0,true,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27600,Keen Flurry II,キーンフラーリII,27xxx,8,99,10,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,6,0,-1,0,0,true,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27602,Collusion,コルーション,27xxx,8,30,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,90,6,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27603,Collusion II,コルーションII,27xxx,8,99,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,90,6,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27605,Diversion,ダイバージョン,27xxx,8,36,112,0,-1,None,0,-1,None,0,none,0,0,0,250,0,90,6,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27606,Diversion II,ダイバージョンII,27xxx,8,99,112,0,-1,None,0,-1,None,0,none,0,0,0,250,0,90,6,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27608,Line of Fire,ラインオブファイア,27xxx,8,46,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,90,6,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27610,.Jump,.ジャンプ,27xxx,8,99,112,0,-1,None,0,-1,None,0,none,0,0,0,0,0,100,6,0,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27692,Skewer,スキュアー,27xxx,8,1,135,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27693,Skewer II,スキュアーII,27xxx,8,24,135,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27695,Trammel,トランメル,27xxx,8,6,112,2,2,Piercing,1,-1,None,0,physical,0,0,0,500,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27697,Moonrise,ムーンライズ,27xxx,8,8,135,2,1,Slashing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27698,Moonrise II,ムーンライズII,27xxx,8,38,135,2,1,Slashing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27700,.Overrun,.オーバーラン,27xxx,8,99,112,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27701,.Overrun II,.オーバーランII,27xxx,8,99,112,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27702,.Overrun III,.オーバーランIII,27xxx,8,99,112,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27704,Leg Sweep,足払い,27xxx,8,16,112,2,3,Blunt,1,-1,None,0,physical,0,0,0,1000,0,40,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27705,Leg Sweep II,足払いII,27xxx,8,99,112,2,3,Blunt,1,-1,None,0,physical,0,0,0,1000,0,40,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27707,Feint,フェイント,27xxx,8,20,137,2,2,Piercing,1,-1,None,0,physical,0,0,0,500,0,5,2,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=0
27708,Feint II,フェイントII,27xxx,8,99,137,2,2,Piercing,1,-1,None,0,physical,0,0,0,500,0,5,2,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=0
27710,Doomspike,ドゥームスパイク,27xxx,8,12,135,2,2,Piercing,1,-1,None,0,physical,0,0,0,2000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1.5;120=60
27711,Doomspike II,ドゥームスパイクII,27xxx,8,32,113,2,2,Piercing,1,-1,None,0,physical,0,0,0,2000,0,10,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1.5;120=60
27713,Heavy Trammel,ヘヴィトランメル,27xxx,8,28,112,2,2,Piercing,1,-1,None,0,physical,0,0,0,500,0,10,3.5,8,-1,0,3,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27715,Twisting Vice,巻き突き,27xxx,8,42,113,2,2,Piercing,1,-1,None,0,physical,0,0,0,1500,0,60,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27717,Chaos Thrust,桜華狂咲,27xxx,8,50,113,2,2,Piercing,1,-1,None,0,physical,0,0,0,2000,0,30,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27719,.Ring of Thorns,.大車輪,27xxx,8,99,113,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,30,3.5,5,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27721,.Onslaught,.オンスロート,27xxx,8,99,112,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,30,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27723,.Righteous Way,.天道翔破,27xxx,8,99,113,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,0,30,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.1;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=3;120=60
27757,Heavy Thrust,ヘヴィスラスト,27xxx,8,1,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,60,4.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
27758,Pierce,ピアース,27xxx,8,20,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,30,4.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
27759,Full Thrust,フルスラスト,27xxx,8,40,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,60,3.5,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
